order_id,product_id,add_to_cart_order,reordered
913743,14947,6,1
913743,12576,7,1
913743,45747,8,1
913743,49520,9,1
913743,31964,10,1
919796,6286,1,1
919796,1940,2,1
919796,28427,3,1
919796,260,4,1
919796,1181,5,1
919796,30391,6,1
919796,4086,7,1
919796,26604,8,1
919796,39408,9,1
919796,47144,10,1
919796,24852,11,1
919796,6473,12,1
921950,26369,1,1
921950,26283,2,1
921950,5646,3,1
921950,40002,4,1
921950,31840,5,0
922297,18583,1,0
922297,9913,2,1
922297,20564,3,1
922297,47717,4,1
922297,19057,5,1
926869,18811,1,1
926869,24852,2,1
926869,38750,3,1
926869,24518,4,1
926869,22035,5,1
926869,22825,6,1
926869,47209,7,1
926869,16864,8,1
926869,35321,9,1
926869,19057,10,1
926869,4799,11,1
926869,39928,12,1
926869,34126,13,1
926869,40706,14,1
926869,16384,15,1
926869,43821,16,1
926869,48679,17,1
926869,43875,18,1
926869,30192,19,1
926869,36772,20,1
926869,39561,21,1
926869,18090,22,1
926869,34224,23,1
926869,18352,24,1
926869,32585,25,1
926869,14312,26,1
926869,19677,27,1
926869,17284,28,1
926869,6348,29,1
926869,28285,30,1
926869,26209,31,1
926869,5077,32,1
926869,29898,33,1
926869,10644,34,1
926869,6104,35,1
926869,42342,36,0
926869,34458,37,1
926991,27966,1,1
926991,21137,2,1
926991,47788,3,1
928387,24830,1,0
928387,36772,2,1
928387,5479,3,1
928387,33731,4,1
928387,23769,5,0
928387,45249,6,0
928387,47630,7,0
928387,25814,8,0
928387,24850,9,0
928387,36085,10,0
928387,42356,11,1
928387,48720,12,0
928387,9327,13,1
928387,31562,14,0
928387,46125,15,0
928387,47144,16,1
935870,33198,1,1
935870,15008,2,1
936635,10504,1,1
936635,44359,2,0
936635,34358,3,0
936635,17794,4,0
936635,38890,5,0
936635,20460,6,1
936635,18465,7,0
936635,340,8,0
936635,22504,9,0
936635,38838,10,0
936635,1939,11,0
937452,49352,1,0
937452,2632,2,1
937452,27521,3,0
937452,11662,4,0
937452,35535,5,0
937452,31717,6,0
937452,5876,7,0
937452,5047,8,0
937452,2581,9,1
937452,31660,10,0
937452,30391,11,0
937452,31553,12,0
937452,3397,13,0
937452,30233,14,1
937452,389,15,0
937452,11941,16,0
937452,27147,17,0
937452,5031,18,1
937452,40501,19,1
947519,150,1,0
947519,16237,2,0
957110,5884,1,1
957110,4210,2,1
959395,26209,1,1
959395,4086,2,1
959395,34429,3,1
959395,4367,4,1
959395,35503,5,1
959395,44613,6,1
959395,44987,7,1
959395,34608,8,1
959395,34126,9,1
959395,48174,10,1
959395,12341,11,1
959395,19711,12,1
959395,20869,13,1
959395,21560,14,1
959395,1231,15,1
959395,1999,16,1
959395,2314,17,1
959395,41920,18,0
959395,20255,19,0
959395,5462,20,0
959395,33401,21,1
959395,22526,22,0
959395,39812,23,1
959395,23236,24,0
959395,23165,25,0
959395,14096,26,0
959410,24852,1,1
959410,47792,2,1
959410,7559,3,1
959410,36772,4,1
959410,45066,5,1
959410,23734,6,1
959410,28156,7,1
959410,8087,8,1
959410,40545,9,1
959410,32177,10,0
959410,44570,11,1
959410,1215,12,0
959410,27509,13,0
959410,34217,14,0
959410,7751,15,0
959410,16970,16,1
959410,2753,17,1
959410,47788,18,0
959410,1158,19,1
959410,47498,20,1
959410,24397,21,0
959410,23909,22,1
963835,228,1,0
963835,41890,2,0
963835,4942,3,1
963835,19220,4,0
963835,21174,5,0
963835,30489,6,1
963835,10166,7,1
963835,47652,8,0
963835,31772,9,0
968730,12121,1,1
968730,34915,2,1
968730,24852,3,1
968730,26510,4,1
968730,49314,5,0
968730,22144,6,0
968730,16797,7,0
968730,26131,8,0
974654,39121,1,1
974654,27690,2,1
974654,8025,3,1
974654,26915,4,1
974654,43154,5,1
974654,11737,6,1
974654,38313,7,1
974654,10912,8,1
974654,12745,9,1
974654,9598,10,1
974654,44632,11,1
974654,24852,12,1
974654,35989,13,1
974654,27845,14,1
974654,9450,15,1
974654,20995,16,1
974654,42091,17,1
974654,5450,18,1
974903,16797,1,1
974903,1747,2,0
974903,651,3,1
974903,17122,4,1
974903,20345,5,1
974903,33303,6,1
974903,14114,7,1
974903,16281,8,0
987279,47209,1,1
987279,8174,2,1
987279,13176,3,1
987279,3952,4,1
987279,27104,5,1
987279,12703,6,1
987279,9955,7,0
987279,27142,8,0
987279,5161,9,1
987279,46962,10,1
987279,39265,11,1
987279,31717,12,1
987279,27521,13,0
987279,21194,14,0
987279,43371,15,0
987279,6020,16,0
987279,17694,17,0
991772,14130,1,1
991772,37229,2,1
991772,7736,3,1
991772,5259,4,1
991772,24852,5,1
991772,9076,6,1
991772,48823,7,1
991772,11777,8,0
991772,18187,9,0
991772,32691,10,0
991772,14992,11,0
991772,43220,12,0
991772,32160,13,0
991772,5566,14,0
991772,19977,15,0
991772,1217,16,0
991772,33301,17,0
991772,4681,18,0
991772,44085,19,0
994829,36036,1,1
994829,12384,2,1
994829,21903,3,1
994829,12341,4,1
994829,8057,5,1
994829,19678,6,1
994829,329,7,1
995278,27811,1,1
995278,38949,2,0
995278,41319,3,1
995278,16659,4,0
995278,45698,5,0
995278,16953,6,0
995278,13176,7,0
995278,31883,8,1
995278,23621,9,0
995278,18104,10,0
995278,21150,11,0
995278,49144,12,0
995368,28465,1,1
995368,8309,2,1
995368,47766,3,1
995368,17122,4,1
995368,13263,5,1
995368,41844,6,0
995368,42342,7,0
995368,45104,8,1
996728,8615,1,0
996728,13176,2,1
996728,21220,3,1
996728,29660,4,1
996728,39469,5,1
996728,18288,6,0
996728,31433,7,0
996728,2085,8,0
996728,2086,9,0
996728,18382,10,0
996728,24850,11,0
996728,17201,12,0
996728,40765,13,0
997929,10374,1,1
997929,33698,2,1
997929,43293,3,1
997929,48004,4,1
997929,39276,5,1
997929,46409,6,1
997929,22309,7,1
997929,36418,8,1
997929,8762,9,1
997929,40073,10,0
997929,40310,11,0
997929,14680,12,0
997929,33016,13,0
997929,43707,14,0
997929,19533,15,0
998879,25272,1,1
998879,37158,2,1
998879,41787,3,1
998879,8834,4,1
998879,26604,5,1
998879,4920,6,1
998879,27845,7,1
998879,16797,8,1
998879,22035,9,1
998879,7943,10,0
998879,24852,11,1
999822,15872,1,1
999822,31343,2,1
999822,9285,3,1
999822,34466,4,0
999822,17207,5,1
999822,4724,6,1
999822,42265,7,1
1000264,1940,1,1
1000264,39180,2,1
1000264,13176,3,1
1000264,31915,4,1
1012014,27258,1,1
1012014,20528,2,1
1012014,16797,3,1
1012014,32429,4,1
1012014,24535,5,1
1012402,47196,1,0
1012402,25691,2,1
1012402,19173,3,1
1013005,35942,1,1
1013005,19816,2,1
1013005,3464,3,1
1013005,11422,4,0
1013005,20583,5,1
1013005,27845,6,1
1013005,30391,7,1
1013005,3952,8,1
1013005,651,9,1
1013005,4920,10,1
1013005,20345,11,1
1013742,12341,1,1
1013742,21137,2,1
1013742,21903,3,1
1013742,1689,4,1
1013742,35886,5,1
1013742,21288,6,1
1023988,280,1,0
1023988,30827,2,1
1023988,31268,3,1
1023988,8671,4,0
1024277,38490,1,0
1024277,4472,2,1
1024277,11913,3,1
1024277,18070,4,0
1024277,35842,5,0
1024277,47873,6,0
1024277,35121,7,0
1024277,43740,8,0
1024277,29045,9,0
1024277,1439,10,0
1024277,2309,11,0
1024277,33089,12,0
1028724,27966,1,1
1028724,37067,2,1
1028724,16797,3,1
1028724,46886,4,0
1028724,41730,5,0
1028724,22151,6,0
1028724,20226,7,0
1028724,40198,8,0
1028724,18070,9,1
1028724,5876,10,1
1028724,42030,11,1
1036185,10054,1,1
1036185,39507,2,1
1036185,35199,3,1
1036185,22788,4,1
1036185,42460,5,1
1036185,13176,6,1
1036185,21333,7,1
1036185,23909,8,1
1036185,1115,9,1
1036185,44562,10,1
1036185,10275,11,1
1036185,46595,12,1
1036185,27243,13,1
1036185,38200,14,1
1036185,35752,15,0
1036185,14421,16,0
1036185,43568,17,0
1036185,6631,18,1
1037027,37067,1,1
1037027,36695,2,1
1037027,21405,3,0
1037027,8955,4,0
1037027,30480,5,0
1037027,7021,6,0
1037027,9808,7,0
1037027,29987,8,0
1037027,21137,9,1
1037027,24964,10,0
1040679,5876,1,1
1040679,26520,2,1
1040679,10702,3,1
1040679,27344,4,0
1040679,27323,5,1
1040679,34668,6,1
1040679,46650,7,0
1040679,14536,8,0
1040679,28281,9,0
1040679,32467,10,1
1040679,3990,11,0
1040679,43942,12,0
1040679,7393,13,0
1040679,35221,14,0
1040679,41022,15,0
1040679,47768,16,0
1040679,33630,17,0
1040679,41238,18,0
1044651,43295,1,1
1044651,45544,2,1
1044651,45007,3,1
1044651,11023,4,0
1044651,23537,5,0
1044651,32665,6,0
1044651,38777,7,1
1044651,43891,8,0
1044651,16521,9,0
1044651,49005,10,0
1044651,5841,11,0
1044651,37738,12,0
1044651,16797,13,0
1044651,17874,14,0
1044651,49260,15,0
1044651,44097,16,0
1044651,39055,17,1
1044651,22395,18,0
1044651,48745,19,0
1044651,22935,20,0
1044651,34969,21,0
1044651,226,22,0
1047497,36011,1,1
1047497,3843,2,1
1047497,24737,3,1
1047497,8424,4,0
1047497,8518,5,1
1047497,24964,6,1
1047497,7021,7,0
1047497,8670,8,1
1047497,21903,9,1
1047497,17835,10,1
1047497,37067,11,1
1047497,46676,12,1
1047497,26620,13,1
1049654,36364,1,0
1049654,27845,2,1
1049654,5450,3,1
1049654,22164,4,1
1049654,45007,5,1
1049654,22007,6,0
1049654,5499,7,0
1049654,1999,8,1
1049654,35167,9,0
1049654,13838,10,1
1049654,4562,11,1
1049654,13176,12,1
1049654,21405,13,1
1049654,28158,14,0
1049654,24231,15,1
1049654,41117,16,0
1050041,7948,1,0
1050041,34608,2,0
1050041,47672,3,1
1051559,40837,1,0
1051559,40086,2,1
1051559,6383,3,1
1051559,22565,4,1
1051559,22520,5,1
1051559,37795,6,1
1051559,23915,7,1
1051559,13944,8,1
1051559,27238,9,0
1051559,45443,10,0
1051559,10734,11,1
1051559,4347,12,1
1052714,18633,1,0
1052714,22275,2,0
1052714,36884,3,0
1052714,5041,4,0
1052714,47570,5,1
1052714,16953,6,1
1052714,37311,7,1
1052714,432,8,1
1052714,41468,9,1
1052714,43183,10,1
1052714,36591,11,1
1052714,47357,12,1
1052714,12011,13,1
1052714,22105,14,1
1052714,21501,15,1
1052714,44629,16,1
1052714,7600,17,1
1052714,15269,18,1
1052714,21386,19,1
1052714,43361,20,1
1052714,47626,21,1
1052714,29487,22,1
1052714,16715,23,1
1052714,37940,24,1
1052714,2228,25,1
1052714,21137,26,1
1052714,11123,27,1
1052714,2708,28,1
1052772,40130,1,1
1052772,23520,2,1
1052772,24852,3,1
1052772,46616,4,1
1052772,17530,5,1
1052772,23763,6,1
1052772,37349,7,1
1052772,38840,8,1
1052772,8309,9,1
1052772,28465,10,1
1052772,26298,11,1
1052772,1545,12,1
1052772,7738,13,1
1052772,13606,14,1
1052772,25513,15,0
1052772,41273,16,1
1052772,49328,17,0
1054417,43154,1,1
1054417,27156,2,0
1054417,20670,3,1
1054417,7862,4,1
1054417,26759,5,0
1054417,9084,6,0
1054417,36445,7,0
1058079,717,1,0
1058079,34947,2,1
1058079,21050,3,1
1058079,32650,4,1
1058493,24852,1,1
1058493,44867,2,0
1058493,28198,3,0
1058493,36050,4,0
1058493,1405,5,0
1058493,36365,6,0
1058493,45290,7,0
1058493,9470,8,0
1058493,4817,9,0
1058493,27966,10,1
1058493,26604,11,0
1058493,37766,12,0
1058493,14715,13,0
1058493,9175,14,1
1058493,35221,15,1
1058493,7468,16,0
1058493,9166,17,1
1058493,40723,18,0
1058493,44290,19,0
1058493,26152,20,0
1058493,6128,21,0
1058493,7736,22,0
1058493,21601,23,0
1058493,17634,24,0
1058493,35870,25,0
1058493,9944,26,0
1058493,44367,27,0
1058493,3741,28,0
1058493,46572,29,0
1060550,27344,1,1
1060550,38647,2,0
1060550,27767,3,0
1060550,3007,4,0
1060550,219,5,0
1060550,21903,6,1
1060550,47626,7,1
1060550,31927,8,1
1060550,45007,9,1
1060550,44359,10,1
1060550,20246,11,1
1060550,27336,12,1
1060550,12385,13,1
1060550,9808,14,1
1060550,13519,15,1
1060550,40516,16,0
1060550,34217,17,1
1060550,48023,18,0
1061532,46595,1,0
1061532,36988,2,1
1061532,48790,3,1
1064200,20757,1,1
1064200,19505,2,0
1064200,33452,3,0
1064200,13944,4,1
1064200,19145,5,0
1064200,42004,6,0
1064200,23026,7,0
1064200,37654,8,0
1064200,30325,9,0
1064200,35286,10,0
1064200,49522,11,0
1064200,41096,12,0
1064200,27696,13,0
1064200,8747,14,0
1064200,20765,15,0
1064200,47865,16,0
1064200,5047,17,0
1064200,36326,18,0
1064200,235,19,0
1064200,13733,20,0
1064200,24427,21,0
1064200,38456,22,0
1064200,11777,23,0
1064200,39275,24,0
1064200,14992,25,0
1064200,48299,26,0
1064200,21938,27,0
1064200,40542,28,0
1064200,9851,29,0
1064200,43183,30,0
1070138,46820,1,1
1070138,21380,2,1
1070138,43961,3,0
1070138,11090,4,1
1070138,28199,5,1
1070138,13176,6,1
1070823,6873,1,0
1070823,41593,2,0
1070823,3339,3,1
1070823,48364,4,0
1070823,25256,5,0
1070823,23543,6,0
1070823,48174,7,0
1073064,35389,1,1
1073064,33816,2,1
1073064,260,3,1
1073064,24838,4,1
1073064,39276,5,1
1077081,44359,1,1
1077081,26209,2,1
1077081,33000,3,1
1077081,35535,4,1
1077081,43122,5,1
1077081,7361,6,1
1077081,10504,7,0
1077081,43789,8,0
1077081,30548,9,0
1077081,432,10,1
1077081,8859,11,1
1077081,24852,12,1
1077081,16797,13,1
1077081,8277,14,0
1077081,38456,15,0
1077081,33198,16,1
1077081,32197,17,0
1077081,30391,18,0
1077081,34243,19,1
1077081,22935,20,0
1079090,41290,1,1
1079090,3698,2,1
1079090,42111,3,1
1079090,49352,4,1
1079090,10673,5,1
1079090,41950,6,1
1079090,27966,7,1
1079090,41588,8,1
1079090,41351,9,1
1079090,39035,10,1
1079090,19886,11,1
1079090,28842,12,1
1079090,37,13,1
1079090,32156,14,1
1079090,33198,15,1
1079090,26497,16,1
1079090,16797,17,1
1079090,13166,18,1
1079090,13945,19,0
1079090,11075,20,1
1079090,36854,21,0
1079090,11827,22,1
1080826,4461,1,1
1080826,49652,2,1
1080826,27344,3,0
1080826,13713,4,0
1080826,5612,5,0
1080826,43295,6,0
1080826,32099,7,1
1080826,34379,8,0
1081316,5652,1,1
1081316,21903,2,1
1081316,22959,3,1
1081316,16797,4,1
1081316,44514,5,0
1081316,42342,6,1
1081316,30489,7,0
1081316,41165,8,0
1081316,6489,9,0
1081316,42265,10,0
1081316,49683,11,0
1081316,40229,12,0
1081316,7228,13,0
1081316,33407,14,0
1081808,24703,1,1
1081808,47643,2,1
1081808,29831,3,0
1081808,9829,4,1
1081808,46842,5,0
1081808,34027,6,0
1081808,48205,7,0
1083181,37527,1,1
1083906,45064,1,1
1083906,1511,2,1
1083906,26209,3,1
1083906,11899,4,1
1083906,25638,5,1
1083906,28842,6,1
1083906,23165,7,1
1083906,21333,8,1
1083906,29662,9,1
1083906,25544,10,1
1083906,27104,11,1
1083906,47333,12,1
1083906,12323,13,1
1083906,14168,14,1
1083906,23375,15,1
1083906,19488,16,0
1083906,46203,17,1
1083906,32700,18,0
1083906,47209,19,1
1083906,3880,20,0
1083906,37654,21,1
1083906,15866,22,0
1083906,48321,23,0
1083906,6985,24,1
1083906,36699,25,0
1086806,23383,1,1
1086806,11109,2,1
1089265,24024,1,1
1089265,32831,2,1
1089265,42265,3,1
1089265,32486,4,1
1089265,17027,5,1
1090427,25138,1,1
1090427,13646,2,1
1090427,1463,3,1
1090427,27104,4,1
1090427,21543,5,1
1090427,3807,6,1
1090427,41806,7,1
1090427,27336,8,1
1090427,10385,9,1
1090427,12935,10,0
1090427,41149,11,1
1090427,20734,12,1
1090427,8230,13,0
1090427,40233,14,1
1090427,29662,15,1
1090427,36914,16,1
1090427,31772,17,0
1090427,651,18,0
1090427,27521,19,1
1090427,37067,20,1
1090427,12060,21,1
1090832,45161,1,1
1090832,47993,2,0
1090832,7969,3,0
1090832,30975,4,1
1090832,24852,5,0
1090832,22255,6,0
1091897,38777,1,1
1091897,38689,2,1
1091897,27966,3,1
1091897,11512,4,1
1091897,26369,5,1
1091897,21137,6,1
1091897,25705,7,1
1091897,10385,8,1
1091897,23592,9,1
1091897,2099,10,0
1091897,42342,11,1
1091897,47788,12,1
1091897,25890,13,0
1091897,24221,14,1
1091897,13085,15,1
1091897,18503,16,1
1091897,11005,17,1
1091897,11440,18,1
1091897,21497,19,1
1091897,25005,20,1
1105774,5479,1,1
1105774,24852,2,1
1105774,25837,3,1
1105774,21903,4,1
1105774,4920,5,1
1105774,9689,6,1
1105774,24838,7,1
1105774,46787,8,1
1105774,28199,9,1
1105774,8021,10,1
1105774,25513,11,1
1105774,17706,12,1
1105774,24010,13,1
1105774,17273,14,1
1105774,49235,15,1
1105774,13807,16,1
1105774,7076,17,1
1105774,17766,18,1
1105774,48523,19,1
1105774,48190,20,1
1105774,33198,21,0
1106114,27156,1,1
1106114,49235,2,1
1106114,3896,3,1
1106114,31766,4,1
1106114,33000,5,1
1106114,47652,6,1
1106114,34956,7,1
1106114,13560,8,1
1106114,19660,9,1
1106114,13176,10,1
1106114,31215,11,1
1106114,11520,12,1
1106114,24082,13,1
1106114,42450,14,1
1106114,22151,15,1
1106114,6750,16,1
1106114,8424,17,1
1106114,13380,18,1
1107154,16953,1,0
1107154,7131,2,0
1107154,37919,3,1
1107154,8571,4,1
1107154,13914,5,1
1107154,12341,6,1
1107154,20940,7,1
1107206,33043,1,0
1107206,38231,2,0
1107206,34551,3,0
1109826,3479,1,1
1109826,13176,2,1
1109826,47809,3,1
1109826,22828,4,1
1109826,10749,5,1
1109826,1084,6,1
1109826,11896,7,1
1109826,36506,8,1
1109826,45208,9,1
1109826,49093,10,1
1109826,48364,11,1
1109826,10678,12,1
1109826,44359,13,1
1109826,9284,14,1
1109826,46313,15,1
1109826,4116,16,1
1109826,45645,17,1
1109826,47788,18,0
1109826,19964,19,1
1109826,16772,20,1
1109826,36412,21,1
1117104,1158,1,1
1117104,21903,2,1
1117104,38383,3,1
1117104,8518,4,1
1117104,4605,5,1
1117104,47626,6,1
1117104,31717,7,1
1117104,34126,8,1
1117104,16759,9,0
1117104,32177,10,0
1117104,34050,11,0
1117104,24852,12,1
1117104,48205,13,1
1117104,47766,14,1
1117104,28785,15,1
1117104,31553,16,1
1117104,26209,17,1
1117104,49383,18,1
1117104,43352,19,0
1117104,41787,20,0
1117104,16797,21,1
1117104,26604,22,0
1117104,11520,23,1
1117104,14218,24,1
1117104,44882,25,0
1117104,27104,26,1
1117104,41593,27,0
1117104,21267,28,0
1117104,31343,29,1
1117104,27845,30,1
1117104,47912,31,1
1117304,49609,1,1
1117304,16262,2,1
1117304,2855,3,1
1117304,33037,4,1
1117304,28199,5,0
1121318,13176,1,1
1121318,47766,2,1
1121318,34466,3,1
1121318,48182,4,1
1121318,44632,5,1
1121318,34638,6,1
1121318,22260,7,1
1121318,13870,8,1
1121318,19322,9,1
1121318,10749,10,1
1121318,39911,11,1
1121318,8424,12,1
1121318,37003,13,1
1121318,46979,14,1
1121318,22825,15,1
1121318,4605,16,1
1121318,29557,17,1
1121318,25659,18,1
1121318,45066,19,1
1121318,14218,20,1
1121318,45007,21,1
1121318,22224,22,0
1121318,24976,23,0
1121318,38557,24,0
1121318,38777,25,1
1121318,42342,26,1
1121318,13535,27,1
1121318,8021,28,0
1131189,17949,1,1
1131189,2611,2,1
1131189,27573,3,1
1131189,24852,4,1
1131189,46584,5,1
1131189,23879,6,1
1131189,17715,7,1
1134630,23433,1,0
1134630,29487,2,1
1134630,42913,3,1
1134630,3539,4,0
1134630,48205,5,1
1134630,11817,6,0
1134630,28092,7,0
1134630,44177,8,1
1134630,16797,9,0
1134630,4210,10,1
1134630,260,11,1
1134927,27845,1,0
1134927,13176,2,0
1134927,22969,3,0
1134927,23025,4,0
1134927,7051,5,0
1134927,2657,6,0
1134927,44557,7,0
1134927,1364,8,0
1134927,39275,9,1
1134927,21137,10,1
1147586,33198,1,1
1147586,48988,2,1
1147586,46211,3,1
1147586,1775,4,1
1147586,1940,5,1
1147586,26425,6,1
1147586,43645,7,1
1147586,42988,8,1
1147586,38028,9,1
1147586,44142,10,1
1147586,29487,11,1
1147586,10193,12,1
1147586,47766,13,1
1147586,20786,14,1
1147586,33909,15,1
1147586,43799,16,1
1147586,19468,17,0
1147586,1032,18,1
1147586,44492,19,0
1151977,22080,1,1
1151977,19389,2,0
1151977,34012,3,0
1151977,3298,4,1
1151977,49198,5,1
1151977,26209,6,1
1151977,40332,7,1
1151977,8380,8,1
1151977,37202,9,1
1151977,7158,10,1
1151977,29487,11,1
1151977,21137,12,1
1151977,33060,13,1
1151977,35440,14,1
1151977,17957,15,1
1151977,42174,16,0
1151977,43584,17,1
1151977,30827,18,0
1151977,3514,19,1
1153735,8390,1,1
1153735,27945,2,1
1153735,19691,3,1
1153735,3413,4,1
1153735,26209,5,1
1153735,8138,6,1
1153735,36882,7,1
1153735,37939,8,0
1153735,15355,9,0
1153735,17704,10,0
1153735,37192,11,0
1153735,22686,12,0
1153735,15633,13,0
1153735,38596,14,0
1155135,1879,1,0
1155135,47156,2,1
1155135,31418,3,1
1155135,27966,4,1
1155135,6358,5,1
1155473,13198,1,1
1155473,32717,2,0
1155473,8412,3,0
1155473,2450,4,0
1155473,38689,5,1
1155473,49235,6,1
1155473,24852,7,0
1155473,389,8,0
1155473,47766,9,0
1155473,15649,10,1
1155473,40706,11,0
1155473,16797,12,1
1155473,8424,13,1
1155473,21903,14,1
1155473,13646,15,0
1155473,4562,16,0
1155473,39984,17,0
1155473,24964,18,1
1155473,44278,19,0
1155473,29675,20,1
1155473,46346,21,0
1155473,2081,22,0
1155473,5479,23,0
1155473,38758,24,0
1155473,9133,25,0
1155473,48395,26,0
1156256,12290,1,1
1156256,37524,2,1
1156256,34969,3,1
1156256,46969,4,0
1156256,38609,5,0
1156256,46667,6,0
1156256,7746,7,0
1156256,6020,8,0
1156256,39812,9,0
1156256,37107,10,0
1156256,29079,11,0
1156256,32734,12,1
1156256,26751,13,0
1156256,45007,14,0
1156256,15290,15,1
1156256,2295,16,0
1156256,24184,17,1
1156256,19156,18,1
1156256,33754,19,1
1156256,33787,20,0
1156256,18814,21,1
1156256,45066,22,1
1156256,26088,23,1
1156256,36070,24,1
1156256,35914,25,1
1156256,24489,26,0
1156256,17948,27,0
1156256,27966,28,1
1156256,35512,29,0
1156256,47766,30,0
1159468,24870,1,0
1159468,47301,2,0
1159468,4696,3,0
1159468,36618,4,0
1159468,35948,5,0
1159468,45368,6,0
1163594,13646,1,1
1163594,35871,2,1
1163594,36412,3,1
1165962,38890,1,1
1165962,41149,2,0
1165962,25890,3,1
1165962,14218,4,0
1165962,47209,5,1
1165962,19337,6,0
1165962,19156,7,0
1165962,2295,8,0
1165962,24184,9,0
1165962,21938,10,0
1165962,26209,11,0
1165962,21903,12,0
1165962,46979,13,0
1165962,27596,14,0
1165962,37646,15,1
1165962,24852,16,1
1165962,22400,17,0
1165962,1117,18,1
1165962,31869,19,0
1165962,26604,20,0
1165962,21137,21,0
1165962,10644,22,0
1165962,16202,23,0
1168535,5262,1,1
1168535,29987,2,0
1168535,43789,3,0
1172620,46061,1,1
1172620,13176,2,1
1172620,46931,3,0
1172620,13948,4,0
1173240,4920,1,1
1173240,16797,2,0
1173240,25340,3,0
1173240,28204,4,0
1173240,7806,5,0
1173240,13027,6,0
1173240,44661,7,0
1173240,23032,8,0
1173240,21405,9,0
1173240,32734,10,0
1173240,5025,11,0
1173240,15290,12,0
1173240,18849,13,0
1173240,21903,14,1
1173240,28842,15,0
1173240,33672,16,0
1173240,28849,17,0
1173240,42701,18,0
1173240,45856,19,0
1173240,1000,20,0
1175871,5450,1,0
1175871,11520,2,1
1175871,27521,3,0
1175871,27104,4,1
1175871,22963,5,1
1175871,30489,6,0
1175871,16759,7,0
1175871,4853,8,0
1175871,47626,9,0
1175871,31717,10,0
1175871,39812,11,0
1175871,26209,12,0
1175871,5479,13,0
1175871,27156,14,1
1175871,45007,15,1
1175871,2086,16,1
1175871,8021,17,0
1175871,42701,18,1
1176450,48559,1,1
1176450,45603,2,0
1176450,20993,3,0
1176861,4174,1,1
1176861,43459,2,1
1176861,16044,3,1
1176861,2135,4,1
1176861,11440,5,1
1176861,43209,6,1
1176861,44142,7,1
1176861,22312,8,1
1176861,39832,9,1
1176861,6974,10,1
1176861,37065,11,1
1176861,35898,12,0
1176861,33337,13,0
1176861,47007,14,0
1176861,44756,15,0
1179981,25588,1,0
1179981,6184,2,1
1179981,30827,3,1
1179981,21292,4,1
1179981,37687,5,0
1179981,40199,6,1
1183675,11888,1,1
1183675,43075,2,0
1183675,10691,3,0
1183675,22716,4,0
1191492,24489,1,0
1191492,5460,2,0
1191492,22115,3,1
1191492,39055,4,0
1191492,45842,5,0
1191492,47766,6,0
1191492,40593,7,0
1191492,43352,8,0
1191492,18391,9,0
1191492,14366,10,0
1191492,10070,11,1
1191492,7963,12,0
1191492,31678,13,0
1191492,23801,14,1
1191492,5240,15,0
1191492,40545,16,0
1191492,2228,17,0
1191492,35097,18,0
1208538,21543,1,0
1208538,44422,2,0
1208538,43891,3,0
1208538,44303,4,0
1208538,34557,5,0
1208538,30962,6,0
1208538,32201,7,0
1208677,35767,1,1
1208677,7493,2,0
1208677,13497,3,1
1208677,2002,4,1
1208677,5015,5,1
1208677,17713,6,0
1208677,40568,7,0
1213002,5769,1,1
1214991,33231,1,1
1214991,11408,2,0
1214991,429,3,1
1214991,48871,4,1
1214991,34358,5,1
1214991,20114,6,1
1214991,22935,7,1
1214991,43565,8,1
1214991,21288,9,1
1214991,24184,10,1
1214991,28842,11,1
1214991,47766,12,1
1214991,47626,13,0
1214991,21616,14,0
1219211,13176,1,1
1219325,27325,1,0
1219325,45570,2,0
1219325,30064,3,1
1219325,30233,4,0
1219325,38371,5,0
1219325,47357,6,1
1219325,34358,7,1
1219325,397,8,0
1219325,6384,9,1
1219555,33081,1,0
1219555,26104,2,1
1221102,27966,1,1
1221102,23233,2,1
1221102,14947,3,1
1221102,45948,4,1
1221102,13176,5,1
1221102,41177,6,1
1221102,21137,7,1
1221102,2228,8,1
1221102,12211,9,1
1221102,36550,10,1
1221102,5876,11,0
1221102,39812,12,1
1221102,23198,13,0
1221102,34530,14,0
1221102,26940,15,0
1221102,43654,16,0
1221895,46676,1,1
1221895,4799,2,1
1221895,38739,3,0
1221895,18566,4,0
1221895,5065,5,1
1221895,21376,6,0
1221895,45788,7,0
1221895,42265,8,0
1227437,1695,1,1
1227437,27231,2,0
1227437,22124,3,0
1227437,33787,4,1
1227437,24954,5,0
1227437,33754,6,0
1227437,40571,7,0
1227437,6567,8,0
1227437,7371,9,0
1227437,32653,10,0
1227437,14739,11,0
1227437,45066,12,1
1227572,42265,1,1
1227572,28204,2,1
1227572,47626,3,1
1227572,42585,4,0
1227572,37067,5,0
1227572,16797,6,0
1227572,41177,7,0
1227572,47672,8,1
1227572,41290,9,0
1227572,49383,10,0
1227572,30949,11,0
1227989,35108,1,1
1227989,33810,2,0
1227989,7021,3,1
1227989,30774,4,1
1227989,24852,5,1
1227989,28204,6,1
1227989,28985,7,1
1227989,22935,8,1
1227989,42796,9,1
1227989,26128,10,0
1227989,11325,11,1
1227989,45007,12,1
1227989,8424,13,1
1227989,42091,14,1
1229133,24838,1,0
1229133,7503,2,1
1229133,14872,3,0
1229133,28601,4,1
1229133,25659,5,0
1229133,12320,6,0
1229133,41544,7,0
1229133,35004,8,0
1229133,22260,9,1
