order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2736484,111177,prior,5,6,22,16.0
1274013,21347,prior,31,6,16,6.0
2058356,169467,prior,70,4,13,2.0
1071851,11311,prior,2,6,15,17.0
1130927,143988,prior,1,3,14,
2134050,147373,prior,2,3,17,30.0
1872067,132005,test,5,4,23,30.0
1977583,124692,prior,4,2,14,16.0
3311390,63260,prior,45,3,14,0.0
972085,91295,prior,25,5,11,4.0
1203774,191375,prior,26,6,13,5.0
1199849,121853,prior,33,4,20,9.0
2168317,32362,prior,15,6,13,7.0
2029659,202964,prior,3,4,19,14.0
3327425,96601,prior,5,1,23,27.0
747200,110840,prior,5,6,22,2.0
2872632,203781,prior,25,0,17,5.0
820672,188450,prior,14,3,21,2.0
701383,180326,prior,34,2,19,5.0
2433546,190580,prior,40,1,7,11.0
1637747,107745,prior,34,1,9,7.0
118614,158904,prior,21,0,14,6.0
716779,77736,prior,3,5,11,30.0
2488379,190120,prior,3,1,18,17.0
3257663,81442,prior,10,3,21,18.0
3318546,150283,prior,21,5,13,5.0
2314867,165398,prior,52,5,21,1.0
1810434,8304,prior,4,0,10,3.0
1048053,146859,prior,9,2,11,15.0
991356,83570,prior,6,2,7,9.0
977394,26199,prior,28,3,13,3.0
852728,101622,prior,6,6,10,30.0
1723756,8100,prior,60,3,9,2.0
1294111,200759,prior,21,3,13,4.0
992239,166590,prior,22,3,17,7.0
750802,159962,prior,49,4,19,2.0
106897,106131,prior,43,0,11,1.0
970209,66344,prior,21,0,12,6.0
552875,171742,prior,36,0,23,2.0
292759,186524,prior,17,1,7,16.0
995590,180674,prior,42,3,12,17.0
1120259,58965,prior,12,1,9,4.0
598198,103142,prior,1,1,10,
3122766,159366,prior,14,1,12,7.0
2504301,82056,prior,7,4,10,9.0
1815403,100583,prior,9,4,10,18.0
1345347,148942,prior,42,6,10,3.0
114585,180622,prior,19,0,11,8.0
4553,163105,prior,33,0,14,7.0
2630697,108157,prior,16,6,0,7.0
3401779,114322,prior,90,6,10,5.0
2910156,191027,prior,76,5,19,3.0
74560,117665,prior,3,1,14,14.0
2046841,22097,prior,20,3,21,4.0
507053,170670,train,9,1,7,13.0
3058558,85200,prior,14,6,18,9.0
276768,157861,prior,3,0,14,20.0
1857121,51618,prior,11,0,8,9.0
3151062,161535,prior,3,0,9,21.0
2708746,17737,prior,2,2,9,8.0
1657077,157031,prior,2,6,14,25.0
1293091,175185,prior,9,5,11,30.0
1978852,19376,prior,20,4,19,13.0
1639222,169808,prior,7,2,16,20.0
1840976,159383,prior,13,5,17,8.0
2860689,119188,prior,3,2,11,30.0
1299456,3923,prior,4,6,20,5.0
524611,172628,prior,5,0,12,13.0
790553,29175,prior,2,6,13,6.0
2018633,174355,prior,18,4,11,9.0
1146098,51411,prior,5,1,18,30.0
2122168,8338,prior,31,1,19,7.0
960288,205743,prior,1,2,10,
418526,50943,prior,6,1,14,26.0
225177,96169,prior,2,3,12,30.0
2443125,40422,prior,18,2,11,4.0
781564,134006,train,6,0,15,13.0
765707,27055,prior,5,6,14,7.0
2604676,139068,prior,13,5,15,5.0
957110,74183,train,9,0,19,30.0
338458,203098,prior,22,6,16,20.0
2683258,171304,prior,16,0,11,6.0
412054,45001,prior,5,1,9,28.0
1218048,74930,prior,3,6,20,27.0
1173773,49478,prior,44,2,16,3.0
401938,96320,prior,20,2,17,5.0
197549,104131,train,36,3,12,10.0
1650921,134651,prior,37,1,14,8.0
168587,28308,prior,2,4,10,5.0
1776379,147102,prior,46,2,21,17.0
1145788,69704,prior,17,3,18,2.0
2217440,138563,prior,36,0,20,4.0
2714658,36946,prior,56,5,7,2.0
1487760,188767,prior,15,4,16,3.0
356781,119375,train,6,5,14,30.0
1357535,189124,prior,19,4,15,23.0
535372,35475,prior,27,6,13,4.0
2480702,140292,prior,6,6,14,3.0
2571340,143714,prior,42,3,9,3.0
278252,63039,prior,4,2,8,30.0
2466466,94469,prior,2,6,21,21.0
2822484,57644,prior,8,4,14,12.0
2919980,35311,prior,6,0,12,2.0
1002412,43123,prior,31,3,10,2.0
522162,141228,prior,1,0,12,
3106050,184930,prior,5,5,14,18.0
2588082,4117,prior,21,5,12,4.0
1773945,50374,prior,11,4,21,11.0
2961922,203952,prior,17,0,16,9.0
2997981,158672,prior,36,5,10,2.0
1185042,139559,prior,52,5,12,3.0
59332,184509,prior,17,2,21,4.0
2261844,111926,prior,1,2,15,
1087784,161569,prior,26,3,12,2.0
2938123,90790,prior,47,5,8,7.0
1864643,122039,prior,7,2,22,4.0
2430109,22704,prior,3,2,12,30.0
2620285,95693,prior,16,1,14,5.0
39348,51967,prior,31,4,11,5.0
2039818,201549,prior,10,4,21,4.0
1011629,12525,prior,5,6,12,20.0
1537226,101563,prior,8,0,23,23.0
554408,70008,prior,6,6,16,30.0
1322864,100668,prior,8,0,10,21.0
2394490,34583,prior,15,1,14,30.0
781080,120788,prior,16,1,17,12.0
2380105,106006,prior,4,0,13,4.0
1009938,65039,prior,11,2,8,4.0
3042635,203399,prior,16,3,15,3.0
1808234,157324,prior,17,6,14,14.0
3194591,87231,prior,3,0,14,14.0
697529,43071,prior,19,4,10,30.0
2969586,27536,prior,1,4,7,
115163,171868,prior,12,0,20,0.0
2502704,20001,prior,29,1,11,14.0
2838118,175526,prior,27,1,8,16.0
88303,196932,prior,41,5,10,7.0
3034290,99271,test,15,2,17,23.0
2319795,202339,prior,27,0,12,8.0
2001474,112572,prior,1,1,17,
2693159,19176,prior,9,6,9,23.0
393976,181105,prior,8,5,17,22.0
2289687,17691,prior,1,0,12,
951309,59893,prior,6,4,9,12.0
525317,11581,prior,6,5,6,13.0
1694574,146897,prior,3,3,20,17.0
2989287,113264,prior,11,3,11,3.0
189523,84192,prior,36,1,16,5.0
208151,50470,prior,1,5,13,
571805,59940,prior,7,5,14,4.0
2351576,60741,prior,13,0,15,14.0
1770029,56733,prior,6,1,9,2.0
3381967,52091,prior,23,0,7,7.0
3183255,32099,prior,81,1,12,1.0
1482512,142745,prior,8,3,10,30.0
2302867,4743,prior,10,2,11,5.0
1724645,66983,prior,31,0,16,21.0
1139841,139931,prior,20,4,17,4.0
2735908,193824,prior,5,1,12,5.0
2769114,120182,prior,18,0,9,20.0
1792722,131668,test,60,0,12,7.0
796683,4936,prior,8,1,21,30.0
1471891,76594,prior,48,5,10,1.0
386213,69361,prior,42,2,7,2.0
2666782,122409,prior,48,1,12,2.0
3033272,14694,prior,8,2,12,7.0
560127,150592,prior,1,0,14,
2197338,141709,prior,8,2,15,4.0
34145,51883,prior,22,1,13,4.0
2208428,91314,train,37,6,14,11.0
108140,83280,prior,7,5,17,19.0
2891848,93420,prior,31,3,12,13.0
3048980,50640,prior,18,6,11,11.0
1052088,110501,prior,16,6,14,7.0
670612,52962,prior,63,4,17,4.0
3418287,19677,prior,3,0,17,30.0
2691860,37627,prior,7,0,19,5.0
1696653,12968,prior,1,5,8,
1898232,177361,prior,17,5,10,11.0
1895143,13229,prior,30,4,18,26.0
101074,33978,prior,7,3,15,21.0
2178111,121525,prior,8,0,11,8.0
1927388,33731,prior,34,2,15,0.0
1726469,149501,prior,43,3,16,6.0
2361932,80726,prior,3,4,15,30.0
2931351,139516,prior,67,0,16,6.0
3092032,33538,prior,8,1,16,17.0
1457081,52177,prior,59,1,8,2.0
1422040,183828,prior,15,5,16,7.0
1965878,200839,prior,4,0,18,14.0
2107355,46166,prior,30,4,12,15.0
1227936,180810,prior,42,1,10,7.0
3122384,101853,prior,2,0,11,30.0
1441461,176653,train,4,5,14,30.0
485943,114322,prior,1,4,17,
820940,75253,prior,5,4,10,0.0
771701,172325,prior,8,5,16,12.0
1641641,142604,prior,9,6,23,6.0
236042,91680,prior,35,1,14,11.0
1925807,181360,prior,4,2,14,9.0
2475764,193524,train,5,0,15,30.0
2513534,162224,prior,18,4,21,2.0
3310947,93612,prior,1,3,15,
1530501,98590,prior,26,5,10,7.0
645356,61982,prior,1,6,7,
2860527,81199,prior,10,0,18,30.0
2593793,53286,prior,16,1,9,13.0
1288137,47397,train,15,6,9,10.0
1075533,8250,prior,6,2,15,3.0
289214,177319,prior,2,2,10,4.0
692980,169712,prior,7,2,19,0.0
1624399,69086,prior,4,3,7,3.0
2645419,205205,prior,12,1,18,3.0
1638059,3738,prior,5,3,17,27.0
536742,111274,prior,6,2,17,5.0
2577502,24578,prior,4,3,11,6.0
1971764,47554,prior,15,6,15,7.0
257392,10157,prior,83,3,15,8.0
2491244,4752,prior,27,4,8,3.0
1006747,161038,prior,6,4,12,7.0
2771523,165106,prior,7,0,14,3.0
305197,92024,prior,1,0,16,
1337460,77337,prior,14,4,14,4.0
488029,192615,prior,4,0,10,6.0
3025793,190479,prior,4,3,20,7.0
1055854,32777,test,9,5,10,14.0
691356,16558,train,7,3,11,30.0
1029717,46350,prior,8,3,1,30.0
2029160,138437,prior,1,0,10,
515179,204984,prior,8,2,11,16.0
668201,94609,prior,25,5,17,2.0
3254393,59819,prior,39,1,14,3.0
1165808,126363,prior,6,5,14,4.0
3320537,141357,prior,39,0,9,8.0
3197412,193443,prior,5,4,10,1.0
1185317,27476,prior,39,2,13,7.0
72282,135185,prior,4,2,13,4.0
3117313,92374,prior,26,5,22,6.0
394544,115221,prior,39,2,20,2.0
2608654,44308,prior,5,0,17,14.0
1258269,93056,prior,32,2,7,15.0
917372,47856,prior,1,0,13,
2203703,83680,prior,4,2,6,10.0
385964,77456,prior,24,1,14,3.0
2630924,60885,prior,3,2,15,16.0
62454,191711,prior,18,1,13,8.0
2978762,82535,prior,24,6,19,6.0
359398,157757,prior,55,3,16,2.0
821014,192635,prior,16,2,19,13.0
70586,87952,prior,6,0,10,7.0
2529248,28466,prior,16,2,15,7.0
14146,139392,prior,2,2,16,30.0
2785516,65196,prior,15,5,13,10.0
2894779,125795,prior,37,6,10,8.0
605665,73686,prior,16,2,9,11.0
3196270,13148,prior,9,0,19,15.0
1060829,154428,prior,6,5,16,4.0
2674791,174264,prior,8,0,16,10.0
1977251,62987,prior,9,5,9,15.0
2256418,19604,prior,3,6,8,5.0
848228,21463,prior,59,5,12,11.0
1331491,95349,prior,3,0,16,10.0
2744919,26489,prior,51,4,8,4.0
1149214,25773,prior,1,4,19,
2763619,110125,prior,23,5,21,4.0
1267791,204821,prior,2,0,19,2.0
14915,70017,prior,13,0,10,6.0
593157,97006,prior,42,2,20,5.0
2654249,63696,prior,2,1,13,10.0
2508385,14875,train,8,0,13,7.0
1912198,48826,prior,5,6,20,6.0
771577,101041,prior,7,3,9,8.0
3294721,136492,prior,11,4,9,13.0
3259698,19378,prior,26,1,8,5.0
605835,201524,prior,4,4,12,2.0
700878,16297,train,17,0,10,2.0
51096,56733,prior,8,2,12,30.0
2547357,180933,prior,11,6,11,7.0
1911929,24087,prior,13,4,20,10.0
1516181,1959,prior,1,3,10,
1972257,69740,prior,4,3,10,7.0
2716498,14591,prior,11,1,12,30.0
638865,77967,prior,37,3,10,12.0
124563,31200,prior,15,1,15,6.0
1526135,95772,test,15,3,10,16.0
736433,118044,prior,43,5,20,4.0
1009546,44810,prior,14,2,11,13.0
1877370,2264,prior,2,5,10,30.0
462280,83283,prior,4,3,8,30.0
1023706,109879,prior,16,5,22,23.0
3130574,132152,prior,30,1,9,7.0
2906301,36718,prior,8,5,14,7.0
3317803,1928,prior,5,5,11,16.0
1439559,168803,prior,22,4,16,20.0
2807209,205818,prior,23,3,8,9.0
641545,32053,prior,12,2,14,20.0
787268,124681,prior,12,6,20,12.0
1516493,74862,prior,22,3,15,2.0
1947298,141857,prior,3,5,18,30.0
2482796,71310,prior,31,1,22,7.0
2933415,13688,prior,19,4,10,2.0
755097,15606,prior,6,0,15,30.0
2866754,199664,prior,38,1,15,14.0
651864,185441,prior,10,6,9,7.0
1445215,26178,prior,5,1,18,7.0
2489813,90357,test,10,5,22,6.0
1600454,182792,prior,20,1,9,10.0
709582,89415,prior,16,4,20,4.0
100976,80814,prior,2,0,16,7.0
1166997,169694,prior,2,2,14,30.0
3230915,153433,prior,30,4,17,9.0
1834367,39143,prior,1,3,23,
2470727,26324,prior,1,0,9,
539260,98855,prior,12,0,17,7.0
2084475,107538,prior,2,2,17,30.0
614770,151897,train,7,6,16,21.0
2509441,124229,prior,35,5,16,0.0
2123007,103203,prior,2,0,12,28.0
872511,204961,prior,11,4,17,7.0
137485,73791,prior,6,5,6,15.0
1726779,20682,prior,27,2,17,17.0
1365503,151419,prior,9,0,12,30.0
1574704,168301,prior,8,4,17,0.0
1087314,40143,prior,29,0,21,2.0
965442,45936,prior,40,3,19,2.0
3068786,59995,prior,3,4,15,18.0
590691,34751,test,10,2,18,13.0
1837548,177045,prior,16,1,12,12.0
3392706,135259,prior,4,4,17,30.0
326071,206093,prior,4,3,12,8.0
232122,102133,prior,9,5,18,6.0
1131189,15390,train,17,0,10,21.0
1029928,169589,prior,61,2,17,2.0
1802277,34414,prior,84,4,7,3.0
2220614,183570,prior,37,5,13,7.0
579701,148379,prior,5,0,15,5.0
2951590,103120,prior,1,2,18,
3164825,193271,prior,8,3,19,16.0
2106997,47016,prior,18,5,18,0.0
2819261,125899,prior,51,4,20,3.0
893345,43092,prior,1,1,8,
1092790,174536,prior,1,0,14,
3009934,35492,prior,2,5,15,17.0
834903,15258,prior,5,0,15,30.0
1952454,204199,prior,11,4,8,30.0
3373785,107930,prior,6,1,11,13.0
2504509,16126,prior,11,2,8,4.0
1499954,190143,prior,9,6,14,30.0
349459,30686,prior,80,3,11,2.0
2326058,113263,prior,3,4,9,15.0
95106,194045,prior,23,2,21,20.0
2508633,18011,prior,8,5,14,3.0
1333481,86294,prior,33,2,14,2.0
3282659,71821,prior,9,6,11,1.0
1060801,173056,prior,1,1,15,
1693649,193664,prior,3,4,12,30.0
913578,21224,prior,3,5,11,3.0
2617749,195343,prior,21,1,10,11.0
1178444,32905,prior,24,1,11,2.0
731888,78431,prior,4,1,11,12.0
582245,194994,prior,4,1,18,3.0
2077002,169082,prior,7,3,12,30.0
497752,138531,prior,47,2,8,1.0
1494870,120578,prior,2,6,8,9.0
2722044,26589,prior,15,3,15,15.0
1253101,142872,prior,7,1,16,6.0
1801436,101261,prior,1,4,12,
1373183,109294,prior,23,4,15,9.0
862211,115609,prior,4,0,17,21.0
3172985,69497,prior,7,1,16,13.0
321954,174603,prior,5,5,12,30.0
408980,13683,prior,7,6,17,30.0
2978272,93212,prior,49,1,12,4.0
2274866,37961,prior,1,5,17,
416954,172882,prior,10,0,11,20.0
2891810,53494,train,10,0,12,30.0
1699121,105481,prior,4,2,22,6.0
493190,195019,train,19,2,10,6.0
1919975,58142,prior,5,3,9,5.0
106423,99560,prior,4,4,13,13.0
2964017,128021,prior,6,6,11,27.0
2215372,784,prior,6,4,11,7.0
1625045,121197,prior,11,0,11,4.0
308051,58409,prior,22,6,15,4.0
2566173,141518,prior,6,5,12,7.0
2829449,28657,prior,3,4,16,18.0
3311795,11859,prior,8,1,16,6.0
1372280,27414,prior,46,1,14,7.0
846757,6703,prior,4,6,15,8.0
93799,183049,prior,9,1,13,5.0
177063,130521,prior,6,5,13,22.0
3342323,110870,prior,5,5,15,30.0
1205893,145150,prior,3,0,8,30.0
2621676,118688,prior,43,4,11,10.0
1201395,203884,test,44,6,8,4.0
2416384,21819,prior,31,2,14,4.0
566870,87161,prior,52,4,14,15.0
1788335,191908,prior,10,4,20,4.0
210227,56403,prior,2,6,11,30.0
3105445,140306,prior,3,3,16,3.0
1838090,146066,train,6,5,7,27.0
3152748,31107,prior,4,1,6,11.0
2918887,178162,prior,4,4,9,0.0
1161940,205700,prior,21,0,10,3.0
3351955,133098,prior,2,6,9,9.0
610151,126984,prior,19,6,19,6.0
2149902,58947,prior,1,2,14,
2826515,69695,prior,4,1,13,30.0
2794434,118669,prior,44,1,8,6.0
1720975,22843,prior,6,0,17,9.0
1307322,110980,prior,70,3,13,5.0
2618998,155720,prior,39,0,19,8.0
3158400,172722,prior,1,3,9,
2701247,115711,prior,12,0,17,7.0
325177,68347,prior,14,0,14,2.0
2127332,203077,prior,58,3,10,1.0
2468617,138569,prior,3,4,18,15.0
178929,96305,prior,26,4,20,7.0
3001567,160502,prior,7,1,10,6.0
3090965,174933,prior,9,5,22,2.0
1001200,160892,prior,4,0,14,7.0
2988765,40071,prior,1,3,19,
1394744,189753,prior,16,0,16,8.0
2873566,183289,train,4,6,16,30.0
2650793,24309,prior,3,0,7,7.0
515345,195093,prior,5,1,14,6.0
3308320,107974,prior,1,1,14,
2820443,30361,prior,2,5,9,7.0
2245971,128324,train,26,2,9,11.0
2553126,41166,prior,9,2,20,0.0
65242,83158,prior,8,1,10,1.0
268422,28810,prior,3,2,11,30.0
2397288,35546,prior,35,3,9,2.0
1485397,152668,prior,19,2,17,8.0
2642263,165413,prior,20,0,12,4.0
3165296,102863,prior,23,6,18,4.0
2448627,30351,prior,3,1,9,6.0
3050134,180777,prior,2,0,15,17.0
299566,184854,prior,6,3,13,15.0
2186614,56083,prior,7,6,10,20.0
1787359,44986,prior,20,5,9,7.0
20811,67639,prior,1,5,17,
2072912,106283,prior,2,6,19,30.0
2264392,54724,prior,21,5,20,2.0
1703502,142263,prior,1,4,14,
88600,135548,prior,14,0,15,8.0
3350130,23230,prior,8,5,15,18.0
3010453,84301,prior,89,2,15,2.0
2637375,170356,prior,27,4,10,6.0
2482397,22942,prior,4,5,14,14.0
2336954,173659,prior,4,0,18,4.0
1909874,90140,prior,2,0,12,12.0
1181255,88949,prior,9,3,21,30.0
1973294,159408,prior,32,5,10,3.0
457050,203748,prior,36,0,12,10.0
113839,181596,train,19,3,9,14.0
2149349,184449,prior,3,5,21,7.0
2014430,204988,prior,8,6,15,7.0
3328908,187610,prior,35,2,17,8.0
1807993,59497,prior,13,6,12,30.0
1466997,8237,prior,65,1,12,10.0
2408921,91795,prior,2,0,15,21.0
1498212,62404,prior,4,2,11,7.0
2508312,167173,prior,54,4,8,3.0
1345108,55621,prior,7,3,14,7.0
2724768,182887,prior,17,5,21,7.0
690538,137789,prior,10,4,8,6.0
1254399,132246,prior,10,1,9,3.0
967026,117004,prior,14,4,16,30.0
1189523,37278,prior,1,0,16,
2031392,103898,prior,5,6,21,21.0
129616,49868,prior,26,5,19,3.0
663458,87215,prior,30,1,13,15.0
1055220,138146,prior,24,0,12,5.0
2976193,108368,prior,17,1,8,8.0
1839376,44228,prior,14,1,8,3.0
2679571,11684,prior,2,0,15,14.0
3096433,48581,prior,19,5,18,30.0
2500994,141527,prior,26,4,11,6.0
2643628,68444,prior,11,0,8,30.0
2143019,142047,prior,6,3,16,14.0
1789951,141634,prior,22,2,21,8.0
509180,123660,prior,5,5,12,30.0
307360,7389,prior,22,6,16,7.0
865092,187445,prior,3,1,20,1.0
1092047,80223,prior,21,0,18,8.0
1653773,110986,prior,53,1,9,5.0
1555182,169986,prior,8,5,16,15.0
3019990,1340,prior,11,0,12,4.0
2844036,52225,prior,5,3,20,5.0
505875,135166,prior,37,3,16,2.0
1519077,143679,prior,14,4,14,5.0
226174,63409,prior,21,0,16,7.0
1885362,62754,prior,1,6,20,
699069,120419,prior,5,2,8,16.0
1844822,73667,prior,54,2,11,5.0
1616666,94339,prior,80,1,21,4.0
292489,100389,train,25,0,13,2.0
260237,75843,prior,20,2,17,3.0
915786,1263,prior,22,1,11,30.0
1132585,31059,prior,8,5,15,4.0
1702192,172222,prior,33,1,14,6.0
3052449,158042,train,11,4,14,30.0
851958,164563,prior,6,2,10,6.0
1289124,38185,prior,27,1,9,7.0
3156116,44697,prior,30,3,11,7.0
1713711,127070,prior,10,0,10,8.0
3113138,178485,prior,6,4,10,17.0
1381735,162397,prior,24,0,13,9.0
357407,110106,prior,4,0,14,7.0
1885556,77075,prior,6,3,11,10.0
1818526,10459,prior,5,2,9,30.0
2391332,148995,prior,13,0,14,14.0
2122209,92675,prior,56,4,11,1.0
1717258,192218,prior,37,0,9,6.0
1249611,63624,prior,2,1,10,20.0
741044,121818,prior,38,5,16,6.0
2059331,110116,prior,6,1,14,10.0
464490,185191,prior,4,0,11,8.0
3163106,132741,prior,5,5,15,30.0
3049226,32513,prior,7,5,14,30.0
1530097,36245,prior,5,3,15,6.0
1212407,178781,prior,6,4,16,11.0
1406920,126542,prior,10,1,17,12.0
2800398,193167,prior,11,1,12,7.0
482550,151545,prior,1,0,12,
2836916,4599,prior,22,4,16,6.0
700428,166431,prior,18,3,14,30.0
2405705,44281,prior,4,3,12,6.0
2145436,70414,prior,4,1,10,30.0
2612566,14972,train,15,0,9,6.0
1833881,106826,prior,56,5,19,5.0
1760888,99727,prior,51,3,12,2.0
824681,10722,prior,6,3,13,30.0
2004056,161447,prior,12,5,14,15.0
2432347,34510,prior,12,6,19,21.0
2742942,101292,prior,21,3,9,5.0
2045166,38414,prior,17,3,17,15.0
310339,41037,prior,6,4,15,2.0
1768826,114647,prior,13,5,17,7.0
3354278,205441,prior,14,5,22,12.0
2561528,77827,prior,15,3,10,6.0
811814,157258,prior,3,5,14,4.0
523832,73216,prior,7,1,9,14.0
407767,192019,prior,6,3,19,5.0
1772779,68674,prior,8,3,20,22.0
2543083,35845,prior,5,6,15,30.0
1245844,195445,prior,3,3,11,10.0
1119597,9316,prior,10,2,13,22.0
2697652,6410,prior,14,0,21,4.0
743520,172512,prior,28,2,22,11.0
2674419,10513,prior,7,5,9,18.0
3212111,7328,prior,12,1,10,6.0
187708,1510,prior,10,2,23,6.0
1323072,81515,prior,4,4,8,10.0
2843840,205691,prior,36,1,9,8.0
3145365,36561,test,7,0,12,10.0
238661,33645,prior,8,5,15,2.0
57202,60650,prior,67,3,11,3.0
1601064,20792,prior,9,5,17,30.0
2114022,47872,prior,41,5,22,5.0
1176142,94057,prior,10,2,15,13.0
2617698,89493,prior,1,1,13,
975275,154455,prior,11,0,13,8.0
1033401,60527,prior,6,0,19,7.0
1492737,18763,prior,26,5,9,1.0
549779,37108,prior,3,5,11,7.0
1611988,77672,prior,8,1,15,4.0
2460762,186876,prior,18,2,14,1.0
2805948,177498,train,17,5,11,10.0
3377768,102384,prior,1,2,10,
2432663,91611,test,11,3,10,7.0
1060231,45346,prior,4,2,17,30.0
1731375,29763,prior,26,4,2,10.0
2131166,170523,prior,25,4,15,9.0
2286412,5377,prior,72,3,19,1.0
1062134,139322,prior,6,5,19,30.0
2867787,155415,prior,2,3,9,7.0
870509,46193,prior,8,3,22,6.0
2511695,181235,prior,13,6,14,7.0
1156256,178981,train,6,0,13,25.0
1815765,107064,prior,1,4,16,
2431155,122922,prior,3,3,10,14.0
2504640,68872,prior,17,1,10,8.0
395450,76316,prior,3,0,18,7.0
634959,132902,prior,3,4,19,30.0
3109683,61701,prior,2,1,18,9.0
1965388,145710,prior,3,0,17,30.0
1267709,28391,prior,9,0,11,4.0
394800,115212,prior,1,3,16,
510637,60508,prior,5,1,15,25.0
1245272,106779,prior,19,4,12,9.0
1851948,160919,prior,7,4,19,7.0
1671177,71557,prior,6,0,9,30.0
2293940,11174,prior,9,0,13,2.0
855238,192272,prior,2,6,17,0.0
612995,179030,prior,1,0,9,
1035947,195086,prior,25,0,21,13.0
1367296,101670,prior,4,1,22,22.0
1442423,198698,prior,35,0,12,5.0
2635143,92355,prior,15,2,14,13.0
353176,14145,prior,4,2,20,7.0
1580408,118959,prior,3,1,8,0.0
3295859,86493,prior,30,4,19,3.0
1770287,194807,prior,1,6,17,
351090,38338,prior,1,5,11,
3088577,62315,prior,3,0,11,30.0
2146811,40422,prior,24,6,16,7.0
3121430,166722,prior,4,2,18,11.0
1008638,133364,prior,80,6,23,1.0
464163,116762,prior,21,1,9,8.0
1330907,10606,prior,33,3,10,9.0
582659,105136,prior,2,0,20,30.0
1965865,162237,train,4,5,15,28.0
611635,52948,prior,9,1,9,13.0
1021445,92502,prior,10,6,13,8.0
3167642,79440,train,7,1,8,30.0
2713312,64524,prior,1,0,11,
1091035,68264,prior,14,6,16,30.0
2335992,94526,prior,24,0,21,8.0
3001894,185669,prior,3,0,19,7.0
2994365,192515,prior,7,3,21,30.0
952077,92044,prior,5,5,19,8.0
1290552,59585,prior,47,5,11,26.0
1688351,76106,prior,3,5,18,11.0
2421114,7985,prior,11,5,10,14.0
2448458,87194,prior,4,5,19,22.0
1489093,192979,prior,10,6,16,30.0
1366880,53813,prior,12,4,15,5.0
1760635,159620,prior,6,5,11,11.0
932886,173441,prior,1,6,16,
308791,175260,prior,10,6,17,3.0
2780918,153211,prior,1,3,9,
2712113,90424,prior,15,1,7,4.0
3193395,95751,prior,1,1,15,
466136,195549,prior,24,6,7,3.0
803583,127874,prior,10,6,21,13.0
360434,128972,prior,4,4,11,3.0
625805,170217,prior,3,6,8,5.0
2656818,204417,prior,5,1,18,16.0
404428,7418,prior,25,1,16,6.0
1718114,35075,prior,55,1,12,3.0
2557141,136424,prior,1,3,8,
214772,182723,prior,3,1,12,30.0
844504,133614,prior,1,2,19,
3209928,45046,prior,7,2,10,29.0
284678,141209,prior,5,1,15,11.0
41869,13592,prior,2,1,12,26.0
3276992,8500,prior,73,1,14,3.0
1804434,99423,prior,13,1,8,6.0
2475656,24983,prior,3,0,8,9.0
2771022,146737,prior,51,2,6,4.0
775012,164877,prior,12,3,14,6.0
864076,115502,prior,8,5,6,9.0
757079,67622,prior,1,4,10,
1068058,133030,prior,4,3,16,4.0
523023,168872,prior,40,4,15,1.0
890863,27789,prior,27,4,9,2.0
90099,27262,prior,18,6,7,8.0
195440,7823,prior,21,5,13,2.0
2683100,123920,prior,15,3,18,2.0
1736532,187194,prior,23,6,8,13.0
2238289,192968,prior,13,5,17,3.0
199010,149481,prior,49,0,19,9.0
3069190,140259,prior,29,1,10,7.0
2802945,112211,prior,12,6,23,10.0
2310115,202751,prior,2,3,13,27.0
638125,82464,prior,13,5,8,2.0
517146,143448,prior,10,2,13,30.0
2669060,91188,prior,16,0,16,6.0
1186546,165292,prior,1,6,7,
1749616,64625,prior,9,5,14,6.0
244692,6501,prior,16,2,7,3.0
3250362,445,prior,1,3,10,
1500284,190635,prior,5,4,17,28.0
1436776,172966,prior,6,2,16,7.0
574273,49116,prior,56,4,10,1.0
957046,85796,prior,8,1,14,30.0
991082,174243,prior,1,3,8,
2725421,107884,prior,8,5,17,16.0
1320989,184705,prior,26,3,22,6.0
1505765,12840,prior,6,2,10,13.0
214914,14762,prior,37,6,10,4.0
1234537,94204,prior,8,5,17,2.0
3120961,81531,train,13,0,10,30.0
3079691,129109,prior,1,6,10,
2378190,38556,prior,22,6,13,16.0
2491229,148230,prior,18,2,18,7.0
790206,166487,prior,6,1,12,6.0
1041995,180115,prior,37,1,15,5.0
2144964,162605,prior,6,3,16,2.0
1186730,58686,prior,2,6,8,8.0
3075056,136445,prior,2,6,11,30.0
2694278,116934,prior,4,4,16,8.0
1886226,36181,prior,18,2,9,5.0
2990478,178678,prior,21,6,16,12.0
1192990,151203,prior,6,5,10,20.0
2935087,155477,prior,33,4,13,12.0
1348573,202940,prior,3,3,12,1.0
1290140,84685,prior,5,2,19,3.0
2056957,184885,prior,23,1,8,3.0
2540343,85248,prior,13,1,9,3.0
964525,192727,prior,13,6,18,1.0
3280884,141025,prior,6,3,10,12.0
1220912,13951,prior,75,4,12,1.0
2273458,119760,prior,7,4,19,12.0
1449555,154814,prior,19,6,18,19.0
1894292,151797,prior,21,1,20,9.0
481405,118557,prior,3,0,14,16.0
2540876,87611,test,5,5,13,7.0
3229556,8228,prior,13,1,12,13.0
78141,57239,prior,4,6,16,5.0
2820538,6812,prior,17,0,18,5.0
292415,4325,prior,20,1,16,24.0
1182284,179636,prior,11,0,11,7.0
1178910,17873,prior,77,0,17,0.0
1813224,23008,prior,3,6,18,30.0
425302,189515,prior,6,1,17,8.0
